STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
PCB206,Stressor,40186-72-9,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,NA,2575506,"2,2',3,3',4,4',5,5',6-nonachlorobiphenyl",JFIMDKGRGPNPRQ-UHFFFAOYSA-N,TRUE,2575506,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,JFIMDKGRGPNPRQ-UHFFFAOYSA-N
Uran-234,Stressor,13966-29-5,NA,NA,2575424,uranium-234,JFALSRSLKYAFGM-AHCXROLUSA-N,FALSE,NA,JFALSRSLKYAFGM-AHCXROLUSA-N,NA
Uran-235,Stressor,15117-96-1,NA,NA,2575426,uranium-235,JFALSRSLKYAFGM-OIOBTWANSA-N,FALSE,NA,JFALSRSLKYAFGM-OIOBTWANSA-N,NA
Mikrocystin-LR,Stressor,101043-37-2,NA,NA,2562234,microcystin-LR,HMGQXYULLUEIPT-KGQQGIPQSA-N,FALSE,NA,HMGQXYULLUEIPT-KGQQGIPQSA-N,ZYZCGGRZINLQBL-GWRQVWKTSA-N
Spiramycin (legemiddel),Stressor,8025-81-8,NA,NA,2514369,"2-[(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-[5-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",ACTOXUHEUCPTEW-JMRHEKERSA-N,FALSE,NA,ACTOXUHEUCPTEW-JMRHEKERSA-N,ACTOXUHEUCPTEW-JMRHEKERSA-N
6:2 Cl-PFAES (F-53B),Stressor,73606-19-6,NA,NA,2618288,"potassium 2-[(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonate",OWQCHLFKOGVODW-UHFFFAOYSA-M,FALSE,NA,OWQCHLFKOGVODW-UHFFFAOYSA-M,OWQCHLFKOGVODW-UHFFFAOYSA-M
"Ammonium 4,8-dioksa-3H-perfluornonanoat",Stressor,958445-44-8,NA,NA,2622822,"azanium;2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoate",PLWXPXSPYCHPTF-UHFFFAOYSA-N,FALSE,NA,NA,NA
PBDE190,Stressor,189084-68-2,NA,NA,2617607,"1,2,3,4,5-pentabromo-6-(3,4-dibromophenoxy)benzene",OUEYHQIMJGHOQN-UHFFFAOYSA-N,FALSE,NA,NA,OUEYHQIMJGHOQN-UHFFFAOYSA-N
Dibromaldrin,Stressor,20389-65-5,NA,NA,2648000,"9,10-dibromo-3,4,5,6,12,12-hexachlorotetracyclo[6.2.1.13,6.02,7]dodec-4-ene",SUSUGGDVAULJNM-UHFFFAOYSA-N,FALSE,NA,NA,NA
Bisfenol TMC,Stressor,129188-99-4,UMPGNGRIGSEMTC-UHFFFAOYSA-N,NA,2655043,"4,4'-(3,3,5-Trimethyl-1,1-cyclohexanediyl)diphenol",UMPGNGRIGSEMTC-UHFFFAOYSA-N,TRUE,2655043,UMPGNGRIGSEMTC-UHFFFAOYSA-N,UMPGNGRIGSEMTC-UHFFFAOYSA-N
"N-(4-Bifenyl)-(9,9-dimetylfluoren-2-yl)amin",Stressor,897671-69-1,QRMLAMCEPKEKHS-UHFFFAOYSA-N,NA,381824,"9,9-dimethyl-N-(4-phenylphenyl)fluoren-2-amine",QRMLAMCEPKEKHS-UHFFFAOYSA-N,TRUE,381824,QRMLAMCEPKEKHS-UHFFFAOYSA-N,QRMLAMCEPKEKHS-UHFFFAOYSA-N
Dekloran 603,Stressor,13560-92-4,"WSEXCYJMFQVEIN-UHFFFAOYSA-N, UMNZVNMWVZXNBM-UHFFFAOYSA-N",NA,2512159,"3,4,5,6,10,11,12,13,15,15,16,16-dodecachlorohexacyclo[6.6.1.13,6.110,13.02,7.09,14]heptadeca-4,11-diene",UMNZVNMWVZXNBM-UHFFFAOYSA-N,FALSE,NA,NA,WSEXCYJMFQVEIN-UHFFFAOYSA-N
PCB111,Stressor,39635-32-0,NA,NA,2630619,NA,QMUDLTGWHILKHH-UHFFFAOYSA-N,FALSE,NA,NA,QMUDLTGWHILKHH-UHFFFAOYSA-N
2-[[(heptadekafluoroktyl)sulfonyl]metylamino]etyl akrylat) (N-MeFOSEA),Stressor,25268-77-3,NA,NA,2640043,NA,RTJZWOGSCLVJLD-UHFFFAOYSA-N,FALSE,NA,NA,GTPCZYUMOVUFSW-UHFFFAOYSA-N
3-Nitrobenzantron (3-NBA),Stressor,17117-34-9,"QAJOWHGESRCVLY-UHFFFAOYSA-N, NRUJRVKTLBOXGH-UHFFFAOYSA-N",NA,2626995,3-nitrobenzanthrone,QAJOWHGESRCVLY-UHFFFAOYSA-N,FALSE,NA,NA,QAJOWHGESRCVLY-UHFFFAOYSA-N
Polykarbonat,Stressor,25037-45-0,"PWULOAPIBVMKBN-UHFFFAOYSA-N, XSXWYGABGYBZRM-UHFFFAOYSA-N, XJTKLLOOZSVVIL-UHFFFAOYSA-N",NA,2625982,[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl] hydrogen carbonate,PWULOAPIBVMKBN-UHFFFAOYSA-N,FALSE,NA,NA,PWULOAPIBVMKBN-UHFFFAOYSA-N
Behentrimonium chloride (ATAC-C22),Stressor,17301-53-0,YSJGOMATDFSEED-UHFFFAOYSA-M,NA,2687275,docosyl(trimethyl)azanium;chloride,YSJGOMATDFSEED-UHFFFAOYSA-M,TRUE,2687275,YSJGOMATDFSEED-UHFFFAOYSA-M,YSJGOMATDFSEED-UHFFFAOYSA-M
Bly-210,Stressor,14255-04-0,WABPQHHGFIMREM-AKLPVKDBSA-N,NA,2666518,lead-210,WABPQHHGFIMREM-AKLPVKDBSA-N,TRUE,2666518,WABPQHHGFIMREM-AKLPVKDBSA-N,WABPQHHGFIMREM-AKLPVKDBSA-N
PCB37,Stressor,38444-90-5,YZANRISAORXTHU-UHFFFAOYSA-N,NA,2689198,"3,4,4'-trichlorobiphenyl",YZANRISAORXTHU-UHFFFAOYSA-N,TRUE,2689198,YZANRISAORXTHU-UHFFFAOYSA-N,YZANRISAORXTHU-UHFFFAOYSA-N
Cefotaksim (legemiddel),Stressor,63527-52-6,"GPRBEKHLDVQUJE-QSWIMTSFSA-N, GPRBEKHLDVQUJE-VINNURBNSA-N, GPRBEKHLDVQUJE-CPAGPLPBSA-N, AZZMGZXNTDTSME-UHFFFAOYSA-M, GPRBEKHLDVQUJE-UHFFFAOYSA-N",NA,819349,Cefotaxime,GPRBEKHLDVQUJE-VINNURBNSA-N,FALSE,NA,NA,GPRBEKHLDVQUJE-QSWIMTSFSA-N
"1H,1H,2H,2H-perfluordodekansulfonsyre (10:2 FTS)",Stressor,120226-60-0,NA,NA,2516303,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecane-1-sulfonic acid",AJMAYLFJZQYRHN-UHFFFAOYSA-N,FALSE,NA,NA,NA
Diisopropylbifenyl,Stressor,69009-90-1,"MZVCUTVPCIOAJD-UHFFFAOYSA-N, NUEUMFZLNOCRCQ-UHFFFAOYSA-N",NA,2517045,"1-phenyl-2,3-di(propan-2-yl)benzene",AMBHHSBRXZAGDZ-UHFFFAOYSA-N,FALSE,NA,NA,MZVCUTVPCIOAJD-UHFFFAOYSA-N
2-(Trifluormetyl)-3-etoksydodekafluorheksan,Stressor,297730-93-9,HHBBIOLEJRWIGU-UHFFFAOYSA-N,NA,2560729,"4-ethoxy-1,1,1,2,2,3,3,4,5,6,6,6-dodecafluoro-5-(trifluoromethyl)hexane",HHBBIOLEJRWIGU-UHFFFAOYSA-N,TRUE,2560729,HHBBIOLEJRWIGU-UHFFFAOYSA-N,HHBBIOLEJRWIGU-UHFFFAOYSA-N
"2-(1,3-benzotiazol-2-yltio)succinsyre",Stressor,95154-01-1,"MHUCVGGKWUSZIF-UHFFFAOYSA-N, MTDHMBUDGSWHKF-UHFFFAOYSA-N, MHUCVGGKWUSZIF-KSBSHMNSSA-N, KRDSXENYLDIORL-UHFFFAOYSA-N",NA,2586384,"2-(1,3-benzothiazol-2-ylsulfanyl)butanedioic acid",KRDSXENYLDIORL-UHFFFAOYSA-N,FALSE,NA,NA,MHUCVGGKWUSZIF-UHFFFAOYSA-N
Polypropylen,Stressor,9003-07-0,NSYDMBURIUSUDH-RTWAWAEBSA-N,NA,2609593,"12-[(2S,3R)-3-octyloxiran-2-yl]dodecanoic acid",NSYDMBURIUSUDH-RTWAWAEBSA-N,TRUE,2609593,NSYDMBURIUSUDH-RTWAWAEBSA-N,NSYDMBURIUSUDH-RTWAWAEBSA-N
PBDE35,Stressor,147217-80-9,NA,NA,2529754,"1,2-dibromo-4-(3-bromophenoxy)benzene",CDVYKQPKJYPWRO-UHFFFAOYSA-N,FALSE,NA,NA,CDVYKQPKJYPWRO-UHFFFAOYSA-N
Bis(4-isopropylfenyl) fenyl fosfat,Stressor,55864-07-8,GQJZORIDXGBCCT-UHFFFAOYSA-N,NA,2555838,phenyl bis(4-propan-2-ylphenyl) phosphate,GQJZORIDXGBCCT-UHFFFAOYSA-N,TRUE,2555838,GQJZORIDXGBCCT-UHFFFAOYSA-N,GQJZORIDXGBCCT-UHFFFAOYSA-N
Radium-228,Stressor,15262-20-1,NA,NA,2540951,radium-228 dihydride,DQXWBJUMYKQGMA-AEAMRFAVSA-N,FALSE,NA,HCWPIIXVSYCSAN-NJFSPNSNSA-N,NA
Undecylbenzensulfonat (C11),Stressor,27636-75-5,NA,NA,2535958,sodium;3-undecylbenzenesulfonate,CZPODFALZXLJJI-UHFFFAOYSA-M,FALSE,NA,NA,HUKUZKXWBQJYTO-UHFFFAOYSA-M
8-Klorperfluoroktansulfonsyre (Cl-PFOS),Stressor,777011-38-8,NA,NA,2650694,"8-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane-1-sulfonic acid",TXNZTTQBKZRWQR-UHFFFAOYSA-N,FALSE,NA,NA,NA
Polykarbonat,Stressor,25037-45-0,"PWULOAPIBVMKBN-UHFFFAOYSA-N, XSXWYGABGYBZRM-UHFFFAOYSA-N, XJTKLLOOZSVVIL-UHFFFAOYSA-N",NA,2679812,carbonic acid;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,XSXWYGABGYBZRM-UHFFFAOYSA-N,FALSE,NA,NA,PWULOAPIBVMKBN-UHFFFAOYSA-N
Diisopropylbifenyl,Stressor,69009-90-1,"MZVCUTVPCIOAJD-UHFFFAOYSA-N, NUEUMFZLNOCRCQ-UHFFFAOYSA-N",NA,2604009,1-propan-2-yl-2-(2-propan-2-ylphenyl)benzene,MZVCUTVPCIOAJD-UHFFFAOYSA-N,FALSE,NA,NA,MZVCUTVPCIOAJD-UHFFFAOYSA-N
"Ammonium 4,8-dioksa-3H-perfluornonanoat",Stressor,958445-44-8,NA,NA,2515065,"2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoate",AFDRCEOKCOUICI-UHFFFAOYSA-M,FALSE,NA,NA,NA
"2,2'-metylenbis(4-etyl-6-tert-butylfenol)",Stressor,88-24-4,"GPNYZBKIGXGYNU-UHFFFAOYSA-N, RRIHPUPJUSKQDF-UHFFFAOYSA-N, VGHKGRFIMOWPOW-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,GPNYZBKIGXGYNU-UHFFFAOYSA-N
"2,5-diklorfenol",Stressor,583-78-8,"RANCECPPZPIPNO-UHFFFAOYSA-M, RANCECPPZPIPNO-UHFFFAOYSA-N, OKSZCICLOQOHLO-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,RANCECPPZPIPNO-UHFFFAOYSA-M
"1,2-Diklorpropan",Stressor,78-87-5,"KNKRKFALVUDBJE-UHFFFAOYSA-N, KNKRKFALVUDBJE-GSVOUGTGSA-N",NA,NA,NA,NA,FALSE,NA,NA,KNKRKFALVUDBJE-UHFFFAOYSA-N
Benzylpenicillin (legemiddel),Stressor,61-33-6,"JGSARLDLIJGVTE-MBNYWOFBSA-N, QFNCSEWPJSDMED-OFELHODLSA-N, JGSARLDLIJGVTE-UHFFFAOYSA-N, JGSARLDLIJGVTE-YXHCSQSYSA-N",NA,NA,NA,NA,FALSE,NA,NA,JGSARLDLIJGVTE-MBNYWOFBSA-N
Benzofenon-3,Stressor,131-57-7,"DXGLGDHPHMLXJC-UHFFFAOYSA-N, WOAHJDHKFWSLKE-UHFFFAOYSA-N, ARMSCXAVVIFKBE-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,DXGLGDHPHMLXJC-UHFFFAOYSA-N
Bisfenol FL,Stressor,3236-71-3,"YWFPGFJLYRKYJZ-UHFFFAOYSA-N, PTBCCLLVPOLXES-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,YWFPGFJLYRKYJZ-UHFFFAOYSA-N
Bisfenol P,Stressor,2167-51-3,GIXXQTYGFOHYPT-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,GIXXQTYGFOHYPT-UHFFFAOYSA-N,GIXXQTYGFOHYPT-UHFFFAOYSA-N
Isodecyldifenylfosfat,Stressor,29761-21-5,RYUJRXVZSJCHDZ-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,RYUJRXVZSJCHDZ-UHFFFAOYSA-N,RYUJRXVZSJCHDZ-UHFFFAOYSA-N
Diklorprop,Stressor,120-36-5,NA,NA,NA,NA,NA,TRUE,NA,NA,MZHCENGPTKEIGP-UHFFFAOYSA-N
Trixylylfosfat,Stressor,25155-23-1,"LLPMAOBOEQFPRE-UHFFFAOYSA-N, PCEBNPHEKQSKKT-UHFFFAOYSA-N, KOWVWXQNQNCRRS-UHFFFAOYSA-N, CAPOZRICGSDRLP-UHFFFAOYSA-N, YFJYOZDIJVHPAU-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,LLPMAOBOEQFPRE-UHFFFAOYSA-N
Diklorofen,Stressor,97-23-4,"MDNWOSOZYLHTCG-UHFFFAOYSA-N, IFWPNTJAGXCKEW-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,MDNWOSOZYLHTCG-UHFFFAOYSA-N
4-etylfenol,Stressor,123-07-9,NA,NA,NA,NA,NA,TRUE,NA,NA,HXDOZKJGKXYMEW-UHFFFAOYSA-N
"Perfluor-2,5-dimetyl-3,6-dioksanonansyre",Stressor,13252-14-7,OIVQVBDAMYDDEM-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,OIVQVBDAMYDDEM-UHFFFAOYSA-N,OIVQVBDAMYDDEM-UHFFFAOYSA-N
"4,4'-tiobis(6-tert-butyl-m-cresol)",Stressor,96-69-5,"HXIQYSLFEXIOAV-UHFFFAOYSA-N, YGGTVPCTAKYCSQ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HXIQYSLFEXIOAV-UHFFFAOYSA-N
4-iso-Nonylfenol,Stressor,84852-15-3,"JSFITYFUKSFPBZ-UHFFFAOYSA-N, IGFHQQFPSIBGKE-UHFFFAOYSA-N, ONKNPOPIGWHAQC-UHFFFAOYSA-N, SNQQPOLDUKLAAF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,JSFITYFUKSFPBZ-UHFFFAOYSA-N
Heksaklornaftalen,Stressor,1335-87-1,"CTLMCQOGOWNFHA-UHFFFAOYSA-N, JHKLUUFTHIWTKX-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,CTLMCQOGOWNFHA-UHFFFAOYSA-N
Alaklor,Stressor,15972-60-8,NA,NA,NA,NA,NA,TRUE,NA,NA,XCSGPAVHZFQHGE-UHFFFAOYSA-N
"3,4-diklorfenol",Stressor,95-77-2,WDNBURPWRNALGP-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,WDNBURPWRNALGP-UHFFFAOYSA-N,WDNBURPWRNALGP-UHFFFAOYSA-N
"2,4'-Bisfenol F",Stressor,2467-03-0,"LVLNPXCISNPHLE-UHFFFAOYSA-N, VCCZBYPHZRWKFY-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,LVLNPXCISNPHLE-UHFFFAOYSA-N
Bis(4-heksylfenyl)amin,Stressor,419566-33-9,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
3-Hydroksybenzo[a]pyren,Stressor,13345-21-6,NA,NA,NA,NA,NA,TRUE,NA,NA,SPUUWWRWIAEPDB-UHFFFAOYSA-N
Kalium-40,Stressor,13966-00-2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
F-53,Stressor,754925-54-7,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Triallylcyanurat,Stressor,101-37-1,BJELTSYBAHKXRW-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,BJELTSYBAHKXRW-UHFFFAOYSA-N,BJELTSYBAHKXRW-UHFFFAOYSA-N
Dibutylftalat,Stressor,84-74-2,"DOIRQSBPFJWKBE-UHFFFAOYSA-N, ZEQZCZRDJPTCHI-JCHYFPDLSA-N, NUONTTMMRCYJMI-UHFFFAOYSA-L, ZEQZCZRDJPTCHI-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,DOIRQSBPFJWKBE-UHFFFAOYSA-N
"2,5-dimetylfenol",Stressor,95-87-4,"NKTOLZVEWDHZMU-UHFFFAOYSA-N, MVOWQBJZZKOQNU-UHFFFAOYSA-N, RDKFMYLRDJVSJU-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,NKTOLZVEWDHZMU-UHFFFAOYSA-N
Sum triklorbenzener (alle isomere),Stressor,12002-48-1,"RELMFMZEBKVZJC-UHFFFAOYSA-N, XKEFYDZQGKAQCN-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,RELMFMZEBKVZJC-UHFFFAOYSA-N
"3,4-DCBTC",Stressor,13014-24-9,ATYLRBXENHNROH-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,ATYLRBXENHNROH-UHFFFAOYSA-N,ATYLRBXENHNROH-UHFFFAOYSA-N
Pentabrometylbenzen,Stressor,85-22-3,"FIAXCDIQXHJNIX-UHFFFAOYSA-N, WQAFQGLCCQTGAT-UHFFFAOYSA-N, MYJKOJOAXNZQEL-IUFJOMBNSA-M",NA,NA,NA,NA,FALSE,NA,NA,FIAXCDIQXHJNIX-UHFFFAOYSA-N
"2,4-diklorfenoksysmørsyre",Stressor,94-82-6,NA,NA,NA,NA,NA,TRUE,NA,NA,YIVXMZJTEQBPQO-UHFFFAOYSA-N
Dinonylftalat,Stressor,84-76-4,"DROMNWUQASBTFM-UHFFFAOYSA-N, KIUOWXLYLHENEX-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,DROMNWUQASBTFM-UHFFFAOYSA-N
Isodrin,Stressor,465-73-6,"QBYJBZPUGVGKQQ-SEIHLVFNSA-N, ZDPIZPXVHVYTOK-UHFFFAOYSA-N, QBYJBZPUGVGKQQ-KCHUEWMZSA-N, QBYJBZPUGVGKQQ-DIFDVCDBSA-N, QBYJBZPUGVGKQQ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,QBYJBZPUGVGKQQ-SEIHLVFNSA-N
3-klorfenol,Stressor,108-43-0,"HORNXRXVQWOLPJ-UHFFFAOYSA-N, UNKQPEQSAGXBEV-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HORNXRXVQWOLPJ-UHFFFAOYSA-N
Naproxen (legemiddel),Stressor,22204-53-1,NA,NA,NA,NA,NA,TRUE,NA,NA,CMWTZPSULFXXJA-VIFPVBQESA-N
Amitriptylin (legemiddel),Stressor,50-48-6,NA,NA,NA,NA,NA,TRUE,NA,NA,KRMDCWKBEZIMAB-UHFFFAOYSA-N
N-Sykloheksyl-2-benzotiazosulfenamid,Stressor,95-33-0,"DEQZTKGFXNUBJL-UHFFFAOYSA-N, NRSBQSJHFYZIPH-DMTCNVIQSA-N, HUDHMIUZDXZZRC-LJRZAWCWSA-N, STSDHUBQQWBRBH-UHFFFAOYSA-N, HUDHMIUZDXZZRC-MQBYIJFVSA-N",NA,NA,NA,NA,FALSE,NA,NA,DEQZTKGFXNUBJL-UHFFFAOYSA-N
Bis(2-metoksyetyl)ftalat,Stressor,117-82-8,"HSUIVCLOAAJSRE-UHFFFAOYSA-N, DIITWLDWELBSGZ-UHFFFAOYSA-M",NA,NA,NA,NA,FALSE,NA,NA,HSUIVCLOAAJSRE-UHFFFAOYSA-N
Langkjedete klorparafiner (C18-28),Stressor,85535-86-0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Eicosyltrimetylammoniumbromid (ATAC-C20),Stressor,7342-61-2,MIKQUZGJQABVKX-UHFFFAOYSA-M,NA,NA,NA,NA,FALSE,NA,MIKQUZGJQABVKX-UHFFFAOYSA-M,MIKQUZGJQABVKX-UHFFFAOYSA-M
Sum diklorbenzen (alle isomere),Stressor,25321-22-6,"RFFLAFLAYFXFSW-UHFFFAOYSA-N, ZPQOPVIELGIULI-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,RFFLAFLAYFXFSW-UHFFFAOYSA-N
b-HCH,Stressor,319-85-7,"JLYXXMFPNIAWKQ-CDRYSYESSA-N, JLYXXMFPNIAWKQ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,JLYXXMFPNIAWKQ-CDRYSYESSA-N
Sum Heptaklorbifenyl,Stressor,28655-71-2,NA,NA,NA,NA,NA,TRUE,NA,NA,PAYFWJAKKLILIT-UHFFFAOYSA-N
2-Mercaptobenzotiazol,Stressor,149-30-4,"YXIWHUQXZSMYRE-UHFFFAOYSA-N, SBUQTRTZVFCYRG-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,YXIWHUQXZSMYRE-UHFFFAOYSA-N
Polyamid 6 (Nylon 6),Stressor,25038-54-4,ALBYIUDWACNRRB-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,ALBYIUDWACNRRB-UHFFFAOYSA-N
Tribromfenol,Stressor,118-79-6,NA,NA,NA,NA,NA,TRUE,NA,NA,BSWWXRFVMJHFBN-UHFFFAOYSA-N
"2,2'-Bisfenol F",Stressor,2467-02-9,"MQCPOLNSJCWPGT-UHFFFAOYSA-N, BJLUCDZIWWSFIB-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,MQCPOLNSJCWPGT-UHFFFAOYSA-N
PCB128,Stressor,38380-07-3,BTAGRXWGMYTPBY-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,BTAGRXWGMYTPBY-UHFFFAOYSA-N
Bisfenol S,Stressor,80-09-1,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
Ofloksacin (legemiddel),Stressor,82419-36-1,"GSDSWSVVBLHKDQ-UHFFFAOYSA-N, VPHHLUBYHQLWKI-UHFFFAOYSA-N, OEHYGCZCGGEXKX-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
"1,1,2,2-Tetrakloreten",Stressor,127-18-4,CYTYCFOTNPOANT-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,CYTYCFOTNPOANT-UHFFFAOYSA-N
4-Nonylfenol dietoksylat (NP2EO),Stressor,20427-84-3,BLXVTZPGEOGTGG-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,BLXVTZPGEOGTGG-UHFFFAOYSA-N
"2,4-diklorfenol",Stressor,120-83-2,"HFZWRUODUSTPEG-UHFFFAOYSA-N, CAYSWNDCZRTXGL-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HFZWRUODUSTPEG-UHFFFAOYSA-N
d-HCH,Stressor,319-86-8,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N, JLYXXMFPNIAWKQ-GPIVLXJGSA-N",NA,NA,NA,NA,FALSE,NA,NA,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
"1,2-diklorbenzen",Stressor,95-50-1,"RFFLAFLAYFXFSW-UHFFFAOYSA-N, BBUPBICWUURTNP-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,RFFLAFLAYFXFSW-UHFFFAOYSA-N
Sertralin (legemiddel),Stressor,79617-96-2,NA,NA,NA,NA,NA,TRUE,NA,NA,VGKDLMBJGBXTGI-SJCJKPOMSA-N
"Tri(3,5-dimetylfenyl) fosfat",Stressor,25653-16-1,NA,NA,NA,NA,NA,TRUE,NA,NA,LLPMAOBOEQFPRE-UHFFFAOYSA-N
"1,3-diklorbenzen",Stressor,541-73-1,ZPQOPVIELGIULI-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,ZPQOPVIELGIULI-UHFFFAOYSA-N
4-tert-Oktylfenol monoetoksylat (OP1EO),Stressor,2315-67-5,"JYCQQPHGFMYQCF-UHFFFAOYSA-N, FTOKDDXGHSEOAJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,JYCQQPHGFMYQCF-UHFFFAOYSA-N
Sum Tetraklorbifenyl,Stressor,26914-33-0,NA,NA,NA,NA,NA,TRUE,NA,NA,HLQDGCWIOSOMDP-UHFFFAOYSA-N
9-Nitroantracen (9-NAA),Stressor,602-60-8,LSIKFJXEYJIZNB-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,LSIKFJXEYJIZNB-UHFFFAOYSA-N
Dekloran Plus syn,Stressor,135821-03-3,UGQQAJOWXNCOPY-MXYLTYEXSA-N,NA,NA,NA,NA,FALSE,NA,NA,UGQQAJOWXNCOPY-MXYLTYEXSA-N
"2,6 ditert-butyl-4-sec-butylfenol (Vanox)",Stressor,17540-75-9,"BFZOTKYPSZSDEV-UHFFFAOYSA-N, BFZOTKYPSZSDEV-LBPRGKRZSA-N, HLLCZAYJBZAXFU-UHFFFAOYSA-N, UXLMDNWNUXGADZ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,BFZOTKYPSZSDEV-UHFFFAOYSA-N
UV-328,Stressor,25973-55-1,ZMWRRFHBXARRRT-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,ZMWRRFHBXARRRT-UHFFFAOYSA-N
"1H,2H-perfluortetradekansulfonsyre (12:2 FTS)",Stressor,149246-64-0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Triclosan,Stressor,3380-34-5,NA,NA,NA,NA,NA,TRUE,NA,NA,XEFQLINVKFYRCS-UHFFFAOYSA-N
Diisobutylftalat,Stressor,84-69-5,"MGWAVDBGNNKXQV-UHFFFAOYSA-N, LCDAMWASKLSANR-XHGSXZHTSA-N",NA,NA,NA,NA,FALSE,NA,NA,MGWAVDBGNNKXQV-UHFFFAOYSA-N
Mefenpyr-dietyl,Stressor,135590-91-9,OPGCOAPTHCZZIW-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,OPGCOAPTHCZZIW-UHFFFAOYSA-N
