STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD,MANUAL_CHECK,NOTE,NEW,Frequency
Estradiol,NA,CAS_50-28-2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,NA,NA,1,NA
Coronen,NA,CAS_191-07-1,VPUGDVKSAQVFFS-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorosykloheksankarboksylsyre (cycC6F11-COOH),NA,CAS_374-88-9,VTXSVMHCHVIRJR-UHFFFAOYSA-N,NA,NA,1,NA
"trans-1,4-difenylsykloheksan",NA,CAS_21072-42-4,VULCFZQVCFIKNK-UHFFFAOYSA-N,NA,NA,1,NA
Tylosin,NA,CAS_1401-69-0,WBPYTXDJUQJLPQ-VMXQISHHSA-N,NA,NA,1,NA
Acesulfame_K,NA,CAS_55589-62-3,WBZFUFAFFUEMEI-UHFFFAOYSA-M,NA,NA,1,NA
"1H,1H,2H,2H-perfluoroktadecylfosfat (16:2 PAP)",NA,CAS_94200-55-2,WCIJLILUIZUGMK-UHFFFAOYSA-N,NA,NA,1,NA
Acetamiprid,NA,CAS_135410-20-7,WCXDHFDTOYPNIE-RIYZIHGNSA-N,NA,NA,1,NA
Dinitrobenzen,NA,CAS_99-65-0,WDCYWAQPCXBPJA-UHFFFAOYSA-N,NA,NA,1,NA
Azoksystrobin,NA,CAS_131860-33-8,WFDXOXNFNRHQEC-GHRIWEEISA-N,NA,NA,1,NA
"Perfluor-2,5,8,10-tetrametyl-3,6,9-trioksaundekansyre (4x3-PFECA)",NA,CAS_1212077-14-9,WGZYEJQZCIIECH-UHFFFAOYSA-N,NA,NA,1,NA
Glimepirid (legemiddel),NA,CAS_93479-97-1,WIGIZIANZCJQQY-UHFFFAOYSA-N,NA,NA,1,NA
"Ammonium 2-perfluorpentoksy-2,3,3,3-tetrafluorpropanoat",NA,CAS_96513-97-2,HZVUWLKXQRJTAL-UHFFFAOYSA-N,NA,NA,1,NA
Alfuzosin (legemiddel),NA,CAS_81403-80-7,WNMJYKCGWZFFKR-UHFFFAOYSA-N,NA,NA,1,NA
Mecoprop,NA,CAS_7085-19-0,WNTGYJSOUMFZEP-UHFFFAOYSA-N,NA,NA,1,NA
Heptaklorstyren,NA,CAS_29086-39-3,WOYBAAGBIXHIGK-UPHRSURJSA-N,NA,NA,1,NA
Citalopram (legemiddel),NA,CAS_59729-33-8,WSEQXVZVJXJVFP-UHFFFAOYSA-N,NA,NA,1,NA
Pyrazole (legemiddel),NA,CAS_288-13-1,WTKZEGDFNFYCGP-UHFFFAOYSA-N,NA,NA,1,NA
Musk ketone,NA,CAS_81-14-1,WXCMHFPAUCOJIG-UHFFFAOYSA-N,NA,NA,1,NA
Benzofenon-2,NA,CAS_131-55-5,WXNRYSGJLQFHBR-UHFFFAOYSA-N,NA,NA,1,NA
2-(4-Oktylfenoksy)etanol,NA,CAS_51437-89-9,WYGCMGHBEUGWNS-UHFFFAOYSA-N,NA,NA,1,NA
Disykloheksylamin,NA,CAS_101-83-7,XBPCUCUWBYBCDP-UHFFFAOYSA-N,NA,NA,1,NA
trimethyloctylammonium (ATAC-C8),NA,CAS_2083-68-3,XCOHAFVJQZPUKF-UHFFFAOYSA-M,NA,NA,1,NA
Brompentafluorbenzen,NA,CAS_344-04-7,XEKTVXADUPBFOA-UHFFFAOYSA-N,NA,NA,1,NA
Rhodamine 6G (legemiddel),NA,CAS_989-38-8,VYXSBFYARXAAKO-UHFFFAOYSA-N,NA,NA,1,NA
Sanol,NA,CAS_52829-07-9,XITRBUPOXXBIJN-UHFFFAOYSA-N,NA,NA,1,NA
dodecyltrimethylammonium (ATAC-C12),NA,CAS_1119-94-4,XJWSAJYUBXQQDR-UHFFFAOYSA-M,NA,NA,1,NA
"Quaternary ammonium compounds, tri-C8-10-alkylmethyl, chlorides",NA,CAS_63393-96-4,XKBGEWXEAPTVCK-UHFFFAOYSA-M,NA,NA,1,NA
Dicumyl peroksid,NA,CAS_80-43-3,XMNIXWIUMCBBBL-UHFFFAOYSA-N,NA,NA,1,NA
Musk xylen,NA,CAS_81-15-2,XMWRWTSZNLOZFN-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorpropansulfonsyre (PFPrS),NA,CAS_423-41-6,XBWQFDNGNOOMDZ-UHFFFAOYSA-N,NA,NA,1,NA
F-D4,NA,CAS_429-67-4,XOVNCWWRDSAYNE-UHFFFAOYSA-N,NA,NA,1,NA
"1H,1H,2H,2H-perfluortetradecylfosfat (12:2 PAP)",NA,CAS_57678-07-6,ROUGOWJCVFOXHO-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
didodecyldimethylammonium (DADMAC-C12),NA,CAS_3282-73-3 ,XRWMGCFJVKDVMD-UHFFFAOYSA-M,NA,NA,1,NA
Syklonitt,NA,CAS_121-82-4,XTFIVUDBNACUBN-UHFFFAOYSA-N,NA,NA,1,NA
Bisfenol F diglycidyleter,NA,CAS_2095-03-6,XUCHXOAWJMEFLF-UHFFFAOYSA-N,NA,NA,1,NA
Undekafluor(nonafluorbutyl)sykloheksan Perfluor(butylsykloheksanan),NA,CAS_374-60-7,XZZGMFAUFIVEGL-UHFFFAOYSA-N,NA,NA,1,NA
"6'-(dibutylamino)-3'-methyl-2'-(phenylamino)spiro[isobenzofuran-1(3H),9-(9H)-xanthen]-3-one",NA,CAS_89331-94-2,XAAILNNJDMIMON-UHFFFAOYSA-N,NA,NA,1,NA
PBDE37,NA,CAS_147217-81-0,YALAYFVVZFORPV-UHFFFAOYSA-N,NA,NA,1,NA
Inden,NA,CAS_95-13-6,YBYIRNPNPLQARY-UHFFFAOYSA-N,NA,NA,1,NA
Metiocarb,NA,CAS_2032-65-7,YFBPRJGDJKVWAH-UHFFFAOYSA-N,NA,NA,1,NA
Antantren,NA,CAS_191-26-4,YFIJJNAKSZUOLT-UHFFFAOYSA-N,NA,NA,1,NA
"2,7-diisopropylnafthalen",NA,CAS_40458-98-8,YGDMAJYAQCDTNG-UHFFFAOYSA-N,NA,NA,1,NA
"2H-Benzimidazole-2-thione, 1,3-dihydro-4(or 5)-methyl-",NA,CAS_53988-10-6,YHMYGUUIMTVXNW-UHFFFAOYSA-N,NA,NA,1,NA
Fenofibrat (legemiddel),NA,CAS_49562-28-9,YMTINGFKWWXKFG-UHFFFAOYSA-N,NA,NA,1,NA
Klemastin (legemiddel),NA,CAS_15686-51-8,YNNUSGIPVFPVBX-NHCUHLMSSA-N,NA,NA,1,NA
Irbesartan (legemiddel),NA,CAS_138402-11-6,YOSHYTLCDANDAN-UHFFFAOYSA-N,NA,NA,1,NA
Heksafluorpropenoxidetrimer,NA,CAS_2641-34-1,YSIGVPOSKQLNTO-UHFFFAOYSA-N,NA,NA,1,NA
N-metyl perfluorheksansulfonamid (N-MeFHxSA),NA,CAS_68259-15-4,YTEKREICWGQLEN-UHFFFAOYSA-N,NA,NA,1,NA
Perfluoroktan,NA,CAS_307-34-6,YVBBRRALBYAZBM-UHFFFAOYSA-N,NA,NA,1,NA
Imidakloprid,NA,CAS_105827-78-9,YWTYJOPNNQFBPC-UHFFFAOYSA-N,NA,NA,1,NA
Flumetrin,NA,CAS_69770-45-2,YXWCBRDRVXHABN-UHFFFAOYSA-N,NA,NA,1,NA
14:2 FTOH,NA,CAS_60699-51-6,ZDUOTHMDVYXZBS-UHFFFAOYSA-N,NA,NA,1,NA
N-etyl perfluorheksanesulfonamid (N-EtFHxSA),NA,CAS_87988-56-5,ZIUMOXWDLICQQC-UHFFFAOYSA-N,NA,NA,1,NA
Cetirizin (legemiddel),NA,CAS_83881-51-0,ZKLPARSLTMPFCP-UHFFFAOYSA-N,NA,NA,1,NA
Pigment red 3,NA,CAS_2425-85-6,ZLFVRXUOSPRRKQ-VHEBQXMUSA-N,NA,NA,1,NA
Glibenklamid (legemiddel),NA,CAS_10238-21-8,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,NA,NA,1,NA
4-n-pentylfenol,NA,CAS_14938-35-3,ZNPSUQQXTRRSBM-UHFFFAOYSA-N,NA,NA,1,NA
Bentazon,NA,CAS_25057-89-0,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorheksyletylacrylat,NA,CAS_17527-29-6,ZOWGVNZMPKUDLB-UHFFFAOYSA-N,NA,NA,1,NA
4-Nitrotoluen,NA,CAS_99-99-0,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,NA,NA,1,NA
N-etyl perfluorbutansulfonamid etanol (N-EtFBSE),NA,CAS_34449-89-3,ZSBOIPHQFKYRMG-UHFFFAOYSA-N,NA,NA,1,NA
9-metylfluoren,NA,CAS_2523-37-7,ZVEJRZRAUYJYCO-UHFFFAOYSA-N,NA,NA,1,NA
Benzofenon-1,NA,CAS_131-56-6,ZXDDPOHVAMWLBH-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorheptansulfonamid (PFHpSA),NA,CAS_82765-77-3,ZYBNLNNCZHCXAC-UHFFFAOYSA-N,NA,NA,1,NA
Difenhydramin (legemiddel),NA,CAS_58-73-1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,NA,NA,1,NA
F-D4a,NA,CAS_141901-56-6,NA,NA,Not found,1,NA
F-D4b,NA,CAS_141901-57-7,NA,NA,Not found,1,NA
F-D4c,NA,CAS_141901-58-8,NA,NA,NA,1,NA
F-D4d,NA,CAS_141901-59-9,NA,NA,NA,1,NA
F-D3c,NA,CAS_2810-63-1,NA,NA,NA,1,NA
